"","PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","title","famsize","famsmall","mother","single","famname","totsurvive","CabinNo"
"827",827,0,3,"male",18,0,0,56.4958,"S","Mr",1,1,0,1,"Lam601",0,"G"
"828",828,1,2,"male",1,0,2,37.0042,"C","Master",3,1,0,0,"Mallet079",1,"D"
"829",829,1,3,"male",21,0,0,7.75,"Q","Mr",1,1,0,1,"McCormack228",0,"F"
"830",830,1,1,"female",62,0,0,80,"S","Mrs",1,1,0,1,"Stone572",0,"B"
"831",831,1,3,"female",15,1,0,14.4542,"C","Mrs",2,1,0,0,"Yasbeck659",1,"G"
"832",832,1,2,"male",0.83,1,1,18.75,"S","Master",3,1,0,0,"Richards106",3,"F"
"833",833,0,3,"male",24,0,0,7.2292,"C","Mr",1,1,0,1,"Saad671",0,"E"
"834",834,0,3,"male",23,0,0,7.8542,"S","Mr",1,1,0,1,"Augustsson468",0,"G"
"835",835,0,3,"male",18,0,0,8.3,"S","Mr",1,1,0,1,"Allum223",0,"G"
"836",836,1,1,"female",39,1,1,83.1583,"C","Ms",3,1,0,0,"Compton756",1,"E"
"837",837,0,3,"male",21,0,0,8.6625,"S","Mr",1,1,0,1,"Pasic097",0,"F"
"838",838,0,3,"male",30,0,0,8.05,"S","Mr",1,1,0,1,"Sirota092",0,"F"
"839",839,1,3,"male",32,0,0,56.4958,"S","Mr",1,1,0,1,"Chip601",0,"F"
"840",840,1,1,"male",58,0,0,29.7,"C","Mr",1,1,0,1,"Marechal774",0,"C"
"841",841,0,3,"male",20,0,0,7.925,"S","Mr",1,1,0,1,"Alhomaki287",0,"F"
"842",842,0,2,"male",16,0,0,10.5,"S","Mr",1,1,0,1,"Mudd. 3",0,"F"
"843",843,1,1,"female",30,0,0,31,"C","Ms",1,1,0,1,"Serepeca798",0,"B"
"844",844,0,3,"male",34.5,0,0,6.4375,"C","Mr",1,1,0,1,"Lemberopolous683",0,"E"
"845",845,0,3,"male",17,0,0,8.6625,"S","Mr",1,1,0,1,"Culumovic090",0,"F"
"846",846,0,3,"male",42,0,0,7.55,"S","Mr",1,1,0,1,"Abbing547",0,"F"
"847",847,0,3,"male",9,8,2,69.55,"S","Mr",11,0,0,0,"Sage343",0,"F"
"848",848,0,3,"male",35,0,0,7.8958,"C","Mr",1,1,0,1,"Markoff213",0,"F"
"849",849,0,2,"male",28,0,1,33,"S","Mr",2,1,0,0,"Harper727",1,"F"
"850",850,1,1,"female",31,1,0,89.1042,"C","Mrs",2,1,0,0,"Goldenberg453",2,"C"
"851",851,0,3,"male",4,4,2,31.275,"S","Master",7,0,0,0,"Andersson082",0,"G"
"852",852,0,3,"male",74,0,0,7.775,"S","Mr",1,1,0,1,"Svensson060",0,"F"
"853",853,0,3,"female",9,1,1,15.2458,"C","Miss",3,1,0,0,"Boulos678",0,"E"
"854",854,1,1,"female",16,0,1,39.4,"S","Ms",2,1,0,0,"Lines592",1,"D"
"855",855,0,2,"female",44,1,0,26,"S","Mrs",2,1,0,0,"Carter252",0,"F"
"856",856,1,3,"female",18,0,1,9.35,"S","Mrs",2,1,1,0,"Aks091",1,"G"
"857",857,1,1,"female",45,1,1,164.8667,"S","Mrs",3,1,1,0,"Wick928",2,"C"
"858",858,1,1,"male",51,0,0,26.55,"S","Mr",1,1,0,1,"Daly055",0,"E"
"859",859,1,3,"female",24,0,3,19.2583,"C","Mrs",4,0,1,0,"Baclini666",4,"G"
"860",860,0,3,"male",7,0,0,7.2292,"C","Mr",1,1,0,1,"Razi629",0,"F"
"861",861,0,3,"male",41,2,0,14.1083,"S","Mr",3,1,0,0,"Hansen026",0,"F"
"862",862,0,2,"male",21,1,0,11.5,"S","Mr",2,1,0,0,"Giles134",0,"F"
"863",863,1,1,"female",48,0,0,25.9292,"S","Mrs",1,1,0,1,"Swift466",0,"D"
"864",864,0,3,"female",5,8,2,69.55,"S","Miss",11,0,0,0,"Sage343",0,"F"
"865",865,0,2,"male",24,0,0,13,"S","Mr",1,1,0,1,"Gill866",0,"E"
"866",866,1,2,"female",42,0,0,13,"S","Mrs",1,1,0,1,"Bystrom852",0,"D"
"867",867,1,2,"female",27,1,0,13.8583,"C","Ms",2,1,0,0,"Duran y More149",1,"F"
"868",868,0,1,"male",31,0,0,50.4958,"S","Mr",1,1,0,1,"Roebling590",0,"A"
"869",869,0,3,"male",15,0,0,9.5,"S","Mr",1,1,0,1,"van Melkebeke777",0,"E"
"870",870,1,3,"male",4,1,1,11.1333,"S","Master",3,1,0,0,"Johnson742",3,"E"
"871",871,0,3,"male",26,0,0,7.8958,"S","Mr",1,1,0,1,"Balkic248",0,"F"
"872",872,1,1,"female",47,1,1,52.5542,"S","Mrs",3,1,1,0,"Beckwith751",2,"D"
"873",873,0,1,"male",33,0,0,5,"S","Mr",1,1,0,1,"Carlsson695",0,"B"
"874",874,0,3,"male",47,0,0,9,"S","Mr",1,1,0,1,"Vander Cruyssen765",0,"G"
"875",875,1,2,"female",28,1,0,24,"C","Mrs",2,1,0,0,"Abelson381",1,"D"
"876",876,1,3,"female",15,0,0,7.225,"C","Ms",1,1,0,1,"Najib667",0,"G"
"877",877,0,3,"male",20,0,0,9.8458,"S","Mr",1,1,0,1,"Gustafsson534",0,"F"
"878",878,0,3,"male",19,0,0,7.8958,"S","Mr",1,1,0,1,"Petroff212",0,"E"
"879",879,0,3,"male",30,0,0,7.8958,"S","Mr",1,1,0,1,"Laleff217",0,"E"
"880",880,1,1,"female",56,0,1,83.1583,"C","Mrs",2,1,1,0,"Potter767",1,"C"
"881",881,1,2,"female",25,0,1,26,"S","Mrs",2,1,1,0,"Shelley433",1,"D"
"882",882,0,3,"male",33,0,0,7.8958,"S","Mr",1,1,0,1,"Markun257",0,"F"
"883",883,0,3,"female",22,0,0,10.5167,"S","Ms",1,1,0,1,"Dahlberg552",0,"G"
"884",884,0,2,"male",28,0,0,10.5,"S","Mr",1,1,0,1,"Banfield068",0,"F"
"885",885,0,3,"male",25,0,0,7.05,"S","Mr",1,1,0,1,"Sutehall076",0,"E"
"886",886,0,3,"female",39,0,5,29.125,"Q","Mrs",6,0,1,0,"Rice652",0,"E"
"887",887,0,2,"male",27,0,0,13,"S","Mr",1,1,0,1,"Montvila536",0,"F"
"888",888,1,1,"female",19,0,0,30,"S","Ms",1,1,0,1,"Graham053",0,"B"
"889",889,0,3,"female",4,1,2,23.45,"S","Miss",4,0,0,0,"Johnston607",0,"F"
"890",890,1,1,"male",26,0,0,30,"C","Mr",1,1,0,1,"Behr369",0,"C"
"891",891,0,3,"male",32,0,0,7.75,"Q","Mr",1,1,0,1,"Dooley376",0,"E"
